"RERO13S47","RERO19S47","RERO25S47","RERO12S47","RERO18S47","RERO24S47","RERO14S47","RERO20S47","RERO26S47","wustlid","xgrouprr","RERO6S47","PARTYID1S46","RERO9S47","RERO15S47","RERO21S47","RERO10S47","RERO16S47","RERO22S47","ppgender","ppethm","ppeducat","PARTYID2S46","PARTYID3S46","IDEOL1S46","POLKNOW1S30","POLKNOW2S30","POLKNOW3S30","POLKNOW5S30","POLKNOW6S30","POLKNOW7S30","POLKNOW12S30","POLKNOW13S30","POLKNOW17S30","POLKNOW18S30","POLKNOW21S30","POLKNOW22S30","POLKNOW23S30","POLKNOW24S30","POLKNOW25S30","ATTS7S27","IDEFS48","RERO7S47","ppagect4","oct2015wt1","income6","treatment","treatment2","pid3","pot.handling.binary","tax.handling.binary","defense.handling.binary","pot.handling","tax.handling","defense.handling","pot.candidate.binary","tax.candidate.binary","defense.candidate.binary","pot.candidate","tax.candidate","defense.candidate","pot.rol","tax.rol","defense.rol","pot.rol.binary","tax.rol.binary","defense.rol.binary","pot.leadership","tax.leadership","defense.leadership","pot.leadership.binary","tax.leadership.binary","defense.leadership.binary","pot.gtd","tax.gtd","defense.gtd","pot.gtd.binary","tax.gtd.binary","defense.gtd.binary","female","other","black","hispanic","college","age","pid7","pid7.rev","ideology7","ideology7.rev","correct1","correct2","correct3","correct5","correct6","correct7","correct8","correct9","correct10","correct11","correct12","correct13","correct14","correct15","correct16","sum.correct","pot.attitudes","defense.attitudes","tax.attitudes"
"not too well","not well at all","not well at all","not too well","not well at all","not well at all","not too well","not well at all","not well at all",1336576,"4","Refused","Republican","disapprove","strongly disapprove","strongly disapprove","somewhat unlikely","very unlikely","very unlikely",2,"White, Non-Hispanic","Some college","Not Very Strong",,"Moderate",,,,,,,,,,,,,,,,,"Agree","Strongly agree","30-44",0.59,"$10,000-$29,999","unilateral",1,"gop",0,0,0,2,1,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,"30-44",-2,2,0,0,,,,,,,,,,,,,,,,,,1,-2
"not well at all","not too well","quite well","not well at all","not too well","quite well","not well at all","not too well","quite well",1337772,"3","Disagree",,"neither approve nor disapprove","approve","neither approve nor disapprove","very unlikely","somewhat unlikely","somewhat unlikely",1,"Hispanic","Some college",,,,,,,,,,,,,,,,,,,,"Agree","Agree","60+",0.66,"$100,000 or more","unilateral",1,,,1,,3,4,3,0,0,0,1,2,2,1,2,3,0,0,1,1,2,3,0,0,1,1,2,3,0,0,1,0,0,0,1,0,"60+",,,,,,,,,,,,,,,,,,,,,,1,-1
"extremely well","not well at all","quite well","quite well","not well at all","extremely well","extremely well","not too well","extremely well",1337773,"2","Agree",,"strongly approve","strongly disapprove","strongly approve","very likely","very unlikely","very likely",2,"Hispanic","Some college",,,,,,,,,,,,,,,,,,,,"Agree","Strongly agree","45-59",0.2,"$10,000-$29,999","control",,,1,0,1,5,1,5,1,0,1,4,1,4,4,1,3,1,0,1,3,1,4,1,0,1,4,2,4,1,0,1,1,0,0,1,0,"45-59",,,,,,,,,,,,,,,,,,,,,,1,-2
"quite well","not well at all","quite well","quite well","not well at all","quite well","quite well","not well at all","quite well",1337775,"2","Disagree","Republican","strongly approve","strongly disapprove","disapprove","very likely","very unlikely","somewhat unlikely",2,"White, Non-Hispanic","Some college","Not Very Strong",,"Slightly conservative",,,,,,,,,,,,,,,,,"Agree","Strongly agree","45-59",0.71,"$50,000-$79,999","control",,"gop",1,0,0,5,1,2,1,0,0,4,1,2,3,1,3,1,0,1,3,1,3,1,0,1,3,1,3,1,0,1,1,0,0,0,0,"45-59",-2,2,-1,1,,,,,,,,,,,,,,,,,,1,-2
"quite well","quite well","not too well","quite well","quite well","quite well","quite well","quite well","not too well",1337776,"1","Agree","Other, please specify:","strongly approve","strongly disapprove","disapprove","very likely","very unlikely","somewhat unlikely",1,"2+ Race, Non-Hispanic","Bachelor's degree or higher",,,"Don’t know",,,,,,,,,,,,,,,,,"Strongly Disagree","Strongly agree","30-44",0.48,"$50,000-$79,999","control",,,1,0,0,5,1,2,1,0,0,4,1,2,3,3,2,1,1,0,3,3,3,1,1,1,3,3,2,1,1,0,0,1,0,0,1,"30-44",,,,,,,,,,,,,,,,,,,,,,-2,-2
"quite well","not too well","not too well","quite well","not too well","not too well","quite well","not too well","not too well",1337777,"6","Disagree",,"approve","strongly disapprove","disapprove","somewhat likely","very unlikely","very unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Disagree","Agree","60+",0.25,"$10,000-$29,999","bilateral",0,,1,0,0,4,1,2,1,0,0,3,1,1,3,2,2,1,0,0,3,2,2,1,0,0,3,2,2,1,0,0,1,0,0,0,1,"60+",,,,,,,,,,,,,,,,,,,,,,-1,-1
,,,,,,,,,1337778,,,,,,,,,,2,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,,,"30-44",,"$80,000-$99,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"30-44",,,,,,,,,,,,,,,,,,,,,,,
"not too well","not too well","not well at all","quite well","not too well","not too well","not too well","not too well","not well at all",1337779,"3","Strongly Disagree","Independent","approve","disapprove","disapprove","very likely","Refused","somewhat unlikely",2,"White, Non-Hispanic","Some college",,"Republican Party","Moderate",,,,,,,,,,,,,,,,,"Disagree","Agree","45-59",0.57,"$80,000-$99,999","unilateral",1,"ind",1,0,0,4,2,2,1,,0,4,,2,2,2,1,0,0,0,3,2,2,1,0,0,2,2,1,0,0,0,1,0,0,0,0,"45-59",-1,1,0,0,,,,,,,,,,,,,,,,,,-1,-1
"not too well","not too well","not too well","quite well","quite well","quite well","quite well","quite well","quite well",1337780,"3","Neither Agree nor Disagree","Democrat","neither approve nor disapprove","disapprove","neither approve nor disapprove","somewhat likely","somewhat unlikely","somewhat unlikely",2,"Other, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Moderate",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Agree","30-44",1,"$80,000-$99,999","unilateral",1,"dem",,0,,3,2,3,1,0,0,3,2,2,2,2,2,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,1,1,0,0,1,"30-44",2,-2,0,0,,,,,,,,,,,,,,,,,,0,-1
"not well at all","not well at all","not too well","not well at all","not too well","not too well","not too well","not too well","not too well",1337781,"3","Neither Agree nor Disagree","Republican","strongly disapprove","strongly disapprove","disapprove","very unlikely","very unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Very conservative",,,,,,,,,,,,,,,,,"Strongly Agree","Strongly Disagree","60+",0.37,"$100,000 or more","unilateral",1,"gop",0,0,0,1,1,2,0,0,0,1,1,2,1,1,2,0,0,0,1,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,1,"60+",-3,3,-3,3,,,,,,,,,,,,,,,,,,2,2
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",1337782,"6","Agree","Independent","approve","disapprove","disapprove","very likely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","High school",,"Democratic Party","Slightly liberal",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Strongly agree","60+",0.65,"$10,000-$29,999","bilateral",0,"ind",1,0,0,4,2,2,1,0,0,4,2,2,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,1,0,0,0,0,"60+",1,-1,1,-1,,,,,,,,,,,,,,,,,,0,-2
"not too well","not too well","not too well","quite well","quite well","not too well","not too well","not too well","not too well",1337783,"4","Disagree","Democrat","neither approve nor disapprove","neither approve nor disapprove","disapprove","somewhat likely","somewhat unlikely","somewhat unlikely",1,"Hispanic","Some college","Not Very Strong",,"Liberal",,,,,,,,,,,,,,,,,"Disagree","Neither Agree nor Disagree","60+",0.51,"$10,000-$29,999","unilateral",1,"dem",,,0,3,3,2,1,0,0,3,2,2,2,2,2,0,0,0,3,3,2,1,1,0,2,2,2,0,0,0,0,0,0,1,0,"60+",2,-2,2,-2,,,,,,,,,,,,,,,,,,-1,0
"quite well","quite well","not too well","quite well","quite well","quite well","quite well","quite well","not too well",1337784,"1","Disagree",,"strongly approve","strongly disapprove","disapprove","very likely","very unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Strongly agree","30-44",1.24,"$80,000-$99,999","control",,,1,0,0,5,1,2,1,0,0,4,1,2,3,3,2,1,1,0,3,3,3,1,1,1,3,3,2,1,1,0,1,0,0,0,1,"30-44",,,,,,,,,,,,,,,,,,,,,,0,-2
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",1337785,"1","Neither Agree nor Disagree","Democrat","approve","strongly disapprove","neither approve nor disapprove","somewhat unlikely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","Some college","Not Very Strong",,"Liberal",,,,,,,,,,,,,,,,,"Disagree","Strongly agree","60+",0.29,"$80,000-$99,999","control",,"dem",1,0,,4,1,3,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,"60+",2,-2,2,-2,,,,,,,,,,,,,,,,,,-1,-2
"not well at all","quite well","not too well","not too well","not well at all","not too well","quite well","quite well","quite well",1337786,"5","Strongly Disagree","Independent","disapprove","neither approve nor disapprove","neither approve nor disapprove","very unlikely","somewhat unlikely","somewhat unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,"Republican Party","Conservative",,,,,,,,,,,,,,,,,"Disagree","Disagree","30-44",1.4,"$100,000 or more","bilateral",0,"ind",0,,,2,3,3,0,0,0,1,2,2,1,3,2,0,1,0,2,1,2,0,0,0,3,3,3,1,1,1,0,0,0,0,1,"30-44",-1,1,-2,2,,,,,,,,,,,,,,,,,,-1,1
,,,,,,,,,1337787,,,,,,,,,,1,"White, Non-Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$100,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",1337788,"6","Disagree",,"neither approve nor disapprove","approve","neither approve nor disapprove","somewhat unlikely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","30-44",2,"$100,000 or more","bilateral",0,,,1,,3,4,3,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,0,1,"30-44",,,,,,,,,,,,,,,,,,,,,,,0
"quite well","not well at all","not too well","quite well","not well at all","not too well","not too well","not well at all","not too well",1337789,"2","Disagree","Democrat","strongly approve","disapprove","approve","very likely","very unlikely","somewhat unlikely",2,"White, Non-Hispanic","Some college","Strong",,"Don’t know",,,,,,,,,,,,,,,,,"Agree","Neither Agree nor Disagree","45-59",0.34,"$30,000-$49,999","control",,"dem",1,0,1,5,2,4,1,0,0,4,1,2,3,1,2,1,0,0,3,1,2,1,0,0,2,1,2,0,0,0,1,0,0,0,0,"45-59",3,-3,,,,,,,,,,,,,,,,,,,,1,0
"quite well","quite well","not too well","quite well","not well at all","quite well","quite well","quite well","quite well",1337790,"5","Disagree",,"strongly approve","strongly disapprove","strongly disapprove","very likely","very unlikely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Strongly Disagree","Strongly agree","18-29",1.98,"$50,000-$79,999","bilateral",0,,1,0,0,5,1,1,1,0,0,4,1,1,3,3,2,1,1,0,3,1,3,1,0,1,3,3,3,1,1,1,0,0,0,0,1,"18-29",,,,,,,,,,,,,,,,,,,,,,-2,-2
"not well at all","not well at all","quite well","not well at all","not too well","quite well","not well at all","not well at all","quite well",1337791,"4","Strongly Disagree","Republican","strongly disapprove","strongly disapprove","approve","very unlikely","very unlikely","somewhat likely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Conservative",,,,,,,,,,,,,,,,,"Agree","Disagree","45-59",0.18,"$50,000-$79,999","unilateral",1,"gop",0,0,1,1,1,4,0,0,1,1,1,3,1,1,3,0,0,1,1,2,3,0,0,1,1,1,3,0,0,1,0,0,0,0,1,"45-59",-3,3,-2,2,,,,,,,,,,,,,,,,,,1,1
"quite well","quite well","not too well","quite well","quite well","not too well","quite well","quite well","not too well",1337793,"4","Agree","Democrat","approve","disapprove","neither approve nor disapprove","somewhat likely","very unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Moderate",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Agree","60+",0.13,"$30,000-$49,999","unilateral",1,"dem",1,0,,4,2,3,1,0,0,3,1,2,3,3,2,1,1,0,3,3,2,1,1,0,3,3,2,1,1,0,1,0,0,0,1,"60+",3,-3,0,0,,,,,,,,,,,,,,,,,,0,-1
"not too well","not too well","not too well","quite well","not too well","not too well","not too well","not too well","not too well",1337794,"4","Disagree","Democrat","neither approve nor disapprove","disapprove","disapprove","somewhat likely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher","Not Very Strong",,"Slightly liberal",,,,,,,,,,,,,,,,,"Disagree","Agree","18-29",2.16,"$80,000-$99,999","unilateral",1,"dem",,0,0,3,2,2,1,0,0,3,2,2,2,2,2,0,0,0,3,2,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,"18-29",2,-2,1,-1,,,,,,,,,,,,,,,,,,-1,-1
,,,,,,,,,1337795,,,,,,,,,,1,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,"Agree",,"30-44",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"30-44",,,,,,,,,,,,,,,,,,,,,,1,
"quite well","not well at all","quite well","not too well","not well at all","extremely well","not too well","not well at all","quite well",1337797,"1","Neither Agree nor Disagree","Democrat","neither approve nor disapprove","strongly disapprove","approve","somewhat unlikely","very unlikely","somewhat likely",1,"Other, Non-Hispanic","High school","Not Very Strong",,"Liberal",,,,,,,,,,,,,,,,,"Strongly Disagree","Agree","18-29",6.96,"$50,000-$79,999","control",,"dem",,0,1,3,1,4,0,0,1,2,1,3,3,1,3,1,0,1,2,1,4,0,0,1,2,1,3,0,0,1,0,1,0,0,0,"18-29",2,-2,2,-2,,,,,,,,,,,,,,,,,,-2,-1
"not too well","not well at all","not well at all","not too well","not well at all","not well at all","not too well","not well at all","not well at all",1341761,"4","Neither Agree nor Disagree","Independent","neither approve nor disapprove","disapprove","strongly disapprove","somewhat unlikely","very unlikely","very unlikely",2,"White, Non-Hispanic","Some college",,"Refused","Slightly liberal",,,,,,,,,,,,,,,,,"Refused","Neither Agree nor Disagree","18-29",0.5,"$10,000-$29,999","unilateral",1,"ind",,0,0,3,2,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,"18-29",0,0,1,-1,,,,,,,,,,,,,,,,,,,0
"quite well","not too well","not too well","quite well","not too well","not too well","quite well","not too well","not too well",1341762,"5","Agree","Democrat","strongly approve","strongly disapprove","disapprove","somewhat likely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Liberal",,,,,,,,,,,,,,,,,"Strongly Disagree","Strongly agree","45-59",0.6,"$100,000 or more","bilateral",0,"dem",1,0,0,5,1,2,1,0,0,3,2,2,3,2,2,1,0,0,3,2,2,1,0,0,3,2,2,1,0,0,1,0,0,0,1,"45-59",3,-3,2,-2,,,,,,,,,,,,,,,,,,-2,-2
"quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well","quite well",1341763,"2","Agree","Democrat","neither approve nor disapprove","strongly disapprove","neither approve nor disapprove","somewhat likely","very unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Very liberal",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Strongly agree","60+",0.49,"$80,000-$99,999","control",,"dem",,0,,3,1,3,1,0,0,3,1,2,3,3,3,1,1,1,3,3,3,1,1,1,3,3,3,1,1,1,1,0,0,0,1,"60+",3,-3,3,-3,,,,,,,,,,,,,,,,,,0,-2
"not too well","not too well","quite well","quite well","not well at all","extremely well","extremely well","not too well","extremely well",1341764,"6","Strongly Disagree","Democrat","approve","strongly disapprove","disapprove","somewhat likely","very unlikely","somewhat unlikely",1,"White, Non-Hispanic","High school","Not Very Strong",,"Liberal",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Agree","30-44",3.07,"$50,000-$79,999","bilateral",0,"dem",1,0,0,4,1,2,1,0,0,3,1,2,2,2,3,0,0,1,3,1,4,1,0,1,4,2,4,1,0,1,0,0,0,0,0,"30-44",2,-2,2,-2,,,,,,,,,,,,,,,,,,0,-1
,,,,,,,,,1341765,,,"Democrat",,,,,,,1,"White, Non-Hispanic","Some college","Not Very Strong",,"Slightly liberal",,,,,,,,,,,,,,,,,,,"60+",,"Under $10,000",,,"dem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,"60+",2,-2,1,-1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1341766,,,"Democrat",,,,,,,2,"Black, Non-Hispanic","Some college","Not Very Strong",,"Slightly liberal",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree",,"18-29",,"$10,000-$29,999",,,"dem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,"18-29",2,-2,1,-1,,,,,,,,,,,,,,,,,,0,
"not well at all","not well at all","not well at all","extremely well","extremely well","extremely well","not well at all","not well at all","not too well",1341767,"4","Strongly Disagree","Republican","strongly disapprove","strongly disapprove","disapprove","very unlikely","very unlikely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher","Strong",,"Conservative",,,,,,,,,,,,,,,,,"Disagree","Disagree","45-59",0.77,"$100,000 or more","unilateral",1,"gop",0,0,0,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,4,4,4,1,1,1,1,1,2,0,0,0,0,0,0,0,1,"45-59",-3,3,-2,2,,,,,,,,,,,,,,,,,,-1,1
"quite well","not too well","not too well","quite well","not too well","not too well","quite well","not well at all","not too well",1341770,"5","Strongly Disagree",,"approve","disapprove","neither approve nor disapprove","somewhat likely","very unlikely","very unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Disagree","Strongly agree","45-59",0.28,"$50,000-$79,999","bilateral",0,,1,0,,4,2,3,1,0,0,3,1,1,3,2,2,1,0,0,3,2,2,1,0,0,3,1,2,1,0,0,1,0,0,0,1,"45-59",,,,,,,,,,,,,,,,,,,,,,-1,-2
"quite well","quite well","not too well","quite well","quite well","quite well","quite well","quite well","extremely well",1341771,"3","Agree","Democrat","approve","approve","neither approve nor disapprove","somewhat likely","somewhat likely","somewhat likely",1,"White, Non-Hispanic","Some college","Not Very Strong",,"Conservative",,,,,,,,,,,,,,,,,"Agree","Neither Agree nor Disagree","45-59",1.51,"$80,000-$99,999","unilateral",1,"dem",1,1,,4,4,3,1,1,1,3,3,3,3,3,2,1,1,0,3,3,3,1,1,1,3,3,4,1,1,1,0,0,0,0,0,"45-59",2,-2,-2,2,,,,,,,,,,,,,,,,,,1,0
"not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well","not too well",1341772,"1","Strongly Disagree","Independent","neither approve nor disapprove","strongly disapprove","neither approve nor disapprove","somewhat unlikely","somewhat unlikely","somewhat unlikely",2,"Hispanic","Bachelor's degree or higher",,"Republican Party","Moderate",,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Strongly agree","18-29",0.29,"$10,000-$29,999","control",,"ind",,0,,3,1,3,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,1,1,"18-29",-1,1,0,0,,,,,,,,,,,,,,,,,,0,-2
,,,,,,,,,1342284,,,,,,,,,,2,"White, Non-Hispanic","Less than high school",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1347650,,,,,,,,,,2,"Hispanic","High school",,,,,,,,,,,,,,,,,,,,,,"18-29",,"$10,000-$29,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,"18-29",,,,,,,,,,,,,,,,,,,,,,,
"not well at all","not too well","not too well","quite well","not too well","not too well","quite well","not too well","not too well",1347651,"4","Disagree","Republican","disapprove","disapprove","disapprove","very unlikely","very unlikely","very unlikely",2,"Hispanic","Bachelor's degree or higher","Strong",,"Moderate",,,,,,,,,,,,,,,,,"Strongly Agree","Disagree","45-59",0.55,"$100,000 or more","unilateral",1,"gop",0,0,0,2,2,2,0,0,0,1,1,1,1,2,2,0,0,0,3,2,2,1,0,0,3,2,2,1,0,0,1,0,0,1,1,"45-59",-3,3,0,0,,,,,,,,,,,,,,,,,,2,1
"not too well","not too well","not too well","quite well","quite well","quite well","quite well","quite well","not too well",1347652,"3","Neither Agree nor Disagree","Republican","neither approve nor disapprove","neither approve nor disapprove","neither approve nor disapprove","somewhat unlikely","somewhat likely","somewhat unlikely",1,"Hispanic","High school","Strong",,"Moderate",,,,,,,,,,,,,,,,,"Agree","Strongly agree","30-44",0.58,"$30,000-$49,999","unilateral",1,"gop",,,,3,3,3,0,1,0,2,3,2,2,2,2,0,0,0,3,3,3,1,1,1,3,3,2,1,1,0,0,0,0,1,0,"30-44",-3,3,0,0,,,,,,,,,,,,,,,,,,1,-2
"quite well","not too well","quite well","not too well","not too well","quite well","quite well","not well at all","Refused",1347653,"1","Neither Agree nor Disagree",,"approve","disapprove","approve","somewhat likely","very unlikely","somewhat likely",2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Neither Agree nor Disagree","Strongly agree","60+",0.1,"$80,000-$99,999","control",,,1,0,1,4,2,4,1,0,1,3,1,3,3,2,3,1,0,1,2,2,3,0,0,1,3,1,,1,0,,1,0,0,0,1,"60+",,,,,,,,,,,,,,,,,,,,,,0,-2
,,,,,,,,,1347656,,,,,,,,,,2,"Other, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,,,"45-59",,"$50,000-$79,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,"45-59",,,,,,,,,,,,,,,,,,,,,,,
"quite well","quite well","quite well","not too well","not too well","not too well","not too well","not too well","not too well",1347657,"3","Strongly Disagree",,"disapprove","disapprove","disapprove","somewhat unlikely","somewhat unlikely","somewhat unlikely",2,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Disagree","Agree","18-29",0.45,"$50,000-$79,999","unilateral",1,,0,0,0,2,2,2,0,0,0,2,2,2,3,3,3,1,1,1,2,2,2,0,0,0,2,2,2,0,0,0,1,0,0,0,1,"18-29",,,,,,,,,,,,,,,,,,,,,,-1,-1
"quite well","not too well","not too well","quite well","not too well","not too well","quite well","not too well","not too well",1347658,"6","Strongly Disagree",,"approve","strongly disapprove","disapprove","somewhat likely","very unlikely","somewhat unlikely",1,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,"Strongly Agree","Strongly agree","60+",1,"$100,000 or more","bilateral",0,,1,0,0,4,1,2,1,0,0,3,1,2,3,2,2,1,0,0,3,2,2,1,0,0,3,2,2,1,0,0,0,0,0,0,0,"60+",,,,,,,,,,,,,,,,,,,,,,2,-2
"quite well","not too well","not too well","quite well","not too well","not too well","quite well","not too well","not too well",1347659,"6","Strongly Disagree",,"strongly approve","disapprove","disapprove","somewhat likely","somewhat unlikely","very unlikely",1,"White, Non-Hispanic","Some college",,,,,,,,,,,,,,,,,,,,"Strongly Disagree","Agree","18-29",6.96,"$100,000 or more","bilateral",0,,1,0,0,5,2,2,1,0,0,3,2,1,3,2,2,1,0,0,3,2,2,1,0,0,3,2,2,1,0,0,0,0,0,0,0,"18-29",,,,,,,,,,,,,,,,,,,,,,-2,-1
"not too well","not too well","not too well","quite well","quite well","quite well","quite well","quite well","quite well",1347660,"4","Neither Agree nor Disagree",,"disapprove","neither approve nor disapprove","strongly disapprove","somewhat unlikely","somewhat unlikely","very unlikely",1,"White, Non-Hispanic","Bachelor's degree or higher",,,,,,,,,,,,,,,,,,,,"Disagree","Agree","60+",0.29,"$100,000 or more","unilateral",1,,0,,0,2,3,1,0,0,0,2,2,1,2,2,2,0,0,0,3,3,3,1,1,1,3,3,3,1,1,1,0,0,0,0,1,"60+",,,,,,,,,,,,,,,,,,,,,,-1,-1
